"id","ultCot","cod","cotAtual","divYield","ultInsert","ultAt"
"600","2023-01-13","BRPR3","6.07","41.7","2023-01-14 14:30:12","2023-01-14 14:30:12"
"601","2023-01-13","MNPR3","5.91","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"602","2023-01-13","RDOR3","26.3","1.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"603","2023-01-13","ECOR3","4.47","0.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"604","2023-01-13","HBOR3","2.23","8.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"605","2023-01-13","PRNR3","7.96","3.7","2023-01-14 14:30:12","2023-01-14 14:30:12"
"606","2023-01-13","AALR3","20.9","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"607","2023-01-13","PDGR3","0.17","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"608","2023-01-13","ETER3","11.73","8.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"609","2023-01-13","APER3","28.2","0.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"610","2023-01-13","AMER3","3.15","19.8","2023-01-14 14:30:12","2023-01-14 14:30:12"
"611","2023-01-13","FHER3","17.33","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"612","2023-01-13","SEER3","4.27","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"613","2023-01-13","ENBR3","19.74","12.9","2023-01-14 14:30:12","2023-01-14 14:30:12"
"614","2023-01-13","EMBR3","15.75","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"615","2023-01-13","IGBR3","37","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"616","2023-01-13","VBBR3","14.77","5.8","2023-01-14 14:30:12","2023-01-14 14:30:12"
"617","2023-01-13","GUAR3","5.39","2.6","2023-01-14 14:30:12","2023-01-14 14:30:12"
"618","2023-01-13","GPAR3","45","50.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"619","2023-01-13","EPAR3","9.55","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"620","2023-01-13","MOAR3","449.99","3.3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"621","2023-01-13","AMAR3","1.3","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"622","2023-01-13","SCAR3","16.26","0.9","2023-01-14 14:30:12","2023-01-14 14:30:12"
"623","2023-01-13","PCAR3","18.38","1.9","2023-01-14 14:30:12","2023-01-14 14:30:12"
"624","2023-01-13","YDUQ3","9.26","1.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"625","2023-01-13","LJQQ3","3.99","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"626","2023-01-13","NEXP3","0.31","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"627","2023-01-13","SBSP3","54.7","1.7","2023-01-14 14:30:12","2023-01-14 14:30:12"
"628","2023-01-13","RRRP3","44.21","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"629","2023-01-13","ATMP3","1.3","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"630","2023-01-13","ZAMP3","5.42","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"631","2023-01-13","STBP3","8.39","7.9","2023-01-14 14:30:12","2023-01-14 14:30:12"
"632","2023-01-13","AMBP3","21.18","1.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"633","2023-01-13","SMTO3","22.4","5.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"634","2023-01-13","ALSO3","17.66","1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"635","2023-01-13","AGRO3","28.3","18.6","2023-01-14 14:30:12","2023-01-14 14:30:12"
"636","2023-01-13","CCRO3","11.48","3.3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"637","2023-01-13","VAMO3","12.86","2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"638","2023-01-13","PRIO3","39.05","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"639","2023-01-13","DXCO3","6.94","4.3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"640","2023-01-13","NTCO3","12.24","1.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"641","2023-01-13","PGMN3","4.3","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"642","2023-01-13","CMIN3","4.58","20.3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"643","2023-01-13","LOGN3","34.22","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"644","2023-01-13","COGN3","2.14","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"645","2023-01-13","EVEN3","4.77","3.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"646","2023-01-13","LREN3","20.14","3.3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"647","2023-01-13","JFEN3","0.7","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"648","2023-01-13","TECN3","2.44","3.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"649","2023-01-13","CSAN3","17.14","2.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"650","2023-01-13","PFRM3","3.35","5.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"651","2023-01-13","ATOM3","2.37","2.6","2023-01-14 14:30:12","2023-01-14 14:30:12"
"652","2023-01-13","BIOM3","6.2","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"653","2023-01-13","ANIM3","3.78","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"654","2023-01-13","PMAM3","5.96","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"655","2023-01-13","PNVL3","10.11","2.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"656","2023-01-13","EQTL3","27.08","2.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"657","2023-01-13","SEQL3","3.51","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"658","2023-01-13","PLPL3","4.16","3.9","2023-01-14 14:30:12","2023-01-14 14:30:12"
"659","2023-01-13","KEPL3","20.14","10","2023-01-14 14:30:12","2023-01-14 14:30:12"
"660","2023-01-13","ARML3","11.63","3.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"661","2023-01-13","CAML3","7.2","5.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"662","2023-01-13","JALL3","7.07","2.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"663","2023-01-13","RAIL3","18.37","0.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"664","2023-01-13","CIEL3","4.81","5.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"665","2023-01-13","MNDL3","40","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"666","2023-01-13","RADL3","23.98","1.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"667","2023-01-13","PTBL3","7.56","4.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"668","2023-01-13","QUAL3","6.18","4.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"669","2023-01-13","MEAL3","2.64","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"670","2023-01-13","MYPK3","10.79","7.7","2023-01-14 14:30:12","2023-01-14 14:30:12"
"671","2023-01-13","ALPK3","1.71","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"672","2023-01-13","MELK3","3.12","6.8","2023-01-14 14:30:12","2023-01-14 14:30:12"
"673","2023-01-13","MOVI3","7.47","19.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"674","2023-01-13","IGTI3","2.55","1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"675","2023-01-13","POSI3","7.56","4.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"676","2023-01-13","AERI3","1.37","1.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"677","2023-01-13","RDNI3","6.21","0.9","2023-01-14 14:30:12","2023-01-14 14:30:12"
"678","2023-01-13","RANI3","7.9","8.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"679","2023-01-13","ROMI3","15.85","5.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"680","2023-01-05","CALI3","8.22","5.3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"681","2023-01-12","BAHI3","10.7","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"682","2023-01-13","ASAI3","19.96","0.8","2023-01-14 14:30:12","2023-01-14 14:30:12"
"683","2023-01-13","CASH3","1.12","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"684","2023-01-13","SIMH3","6.91","9.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"685","2023-01-13","CSMG3","15.01","2.6","2023-01-14 14:30:12","2023-01-14 14:30:12"
"686","2023-01-13","RPMG3","1.62","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"687","2023-01-13","JSLG3","5.66","8","2023-01-14 14:30:12","2023-01-14 14:30:12"
"688","2023-01-13","LOGG3","15.15","5.7","2023-01-14 14:30:12","2023-01-14 14:30:12"
"689","2023-01-13","MRFG3","8.37","27.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"690","2023-01-13","SBFG3","10.94","1.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"691","2023-01-13","DMVF3","3.94","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"692","2023-01-13","JHSF3","4.76","4.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"693","2023-01-13","BEEF3","15.25","3.7","2023-01-14 14:30:12","2023-01-14 14:30:12"
"694","2023-01-13","MRVE3","7.19","5.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"695","2023-01-13","LEVE3","30.27","14.8","2023-01-14 14:30:12","2023-01-14 14:30:12"
"696","2023-01-13","CYRE3","13.76","4.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"697","2023-01-13","MTRE3","5","6.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"698","2023-01-13","HBRE3","4.45","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"699","2023-01-13","HYPE3","44.35","2.8","2023-01-14 14:30:12","2023-01-14 14:30:12"
"700","2023-01-13","NEOE3","14.75","6.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"701","2023-01-13","SYNE3","4","13.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"702","2023-01-13","MDNE3","5.58","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"703","2023-01-13","VALE3","93.82","8.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"704","2023-01-13","EGIE3","37.84","7.9","2023-01-14 14:30:12","2023-01-14 14:30:12"
"705","2023-01-13","WEGE3","38.97","1.3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"706","2023-01-13","CPFE3","32.05","10.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"707","2023-01-13","CRDE3","15.21","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"708","2023-01-13","REDE3","5.49","9.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"709","2023-01-13","SLCE3","46.54","6","2023-01-14 14:30:12","2023-01-14 14:30:12"
"710","2023-01-13","CSUD3","11.41","8.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"711","2023-01-13","NGRD3","1.51","1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"712","2023-01-13","PARD3","20.56","3.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"713","2023-01-13","GRND3","6.4","4.8","2023-01-14 14:30:12","2023-01-14 14:30:12"
"714","2023-01-13","TEND3","4.53","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"715","2023-01-13","ELMD3","11.73","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"716","2023-01-13","ALLD3","6.09","15.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"717","2023-01-13","RSID3","2.77","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"718","2023-01-13","VLID3","8.75","3.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"719","2023-01-13","CSED3","3.59","3.6","2023-01-14 14:30:12","2023-01-14 14:30:12"
"720","2023-01-13","EZTC3","13.2","6","2023-01-14 14:30:12","2023-01-14 14:30:12"
"721","2023-01-13","PDTC3","3","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"722","2023-01-13","VULC3","11.63","3.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"723","2023-01-13","SUZB3","50.43","6.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"724","2023-01-13","OSXB3","6.1","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"725","2023-01-13","INTB3","31.05","1.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"726","2023-01-13","LPSB3","2.11","3.6","2023-01-14 14:30:12","2023-01-14 14:30:12"
"727","2023-01-13","AESB3","9.4","0.9","2023-01-14 14:30:12","2023-01-14 14:30:12"
"728","2023-01-13","BMOB3","14.36","1.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"729","2023-01-13","CAMB3","6.55","2.9","2023-01-14 14:30:12","2023-01-14 14:30:12"
"730","2023-01-13","CRFB3","14.76","2.3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"731","2023-01-13","CVCB3","4.6","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"732","2023-01-13","CEAB3","2.43","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"733","2023-01-13","VIVA3","20.98","0.3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"734","2023-01-13","FRTA3","2.48","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"735","2023-01-13","LWSA3","6.46","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"736","2023-01-13","PSSA3","23.27","5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"737","2023-01-13","OFSA3","26.5","2.6","2023-01-14 14:30:12","2023-01-14 14:30:12"
"738","2023-01-13","GFSA3","11.2","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"739","2023-01-13","TCSA3","2.84","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"740","2023-01-13","HBSA3","2.13","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"741","2023-01-13","DASA3","12.56","0.8","2023-01-14 14:30:12","2023-01-14 14:30:12"
"742","2023-01-13","B3SA3","13.16","3.7","2023-01-14 14:30:12","2023-01-14 14:30:12"
"743","2023-01-13","LUPA3","5.53","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"744","2023-01-13","ESPA3","1.37","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"745","2023-01-13","UGPA3","12.59","4.6","2023-01-14 14:30:12","2023-01-14 14:30:12"
"746","2023-01-13","CSNA3","16.89","14.3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"747","2023-01-13","SOMA3","9.67","0.9","2023-01-14 14:30:12","2023-01-14 14:30:12"
"748","2023-01-13","TGMA3","18.57","6","2023-01-14 14:30:12","2023-01-14 14:30:12"
"749","2023-01-13","SOJA3","10.73","1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"750","2023-01-13","SQIA3","15.36","0.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"751","2023-01-13","VIIA3","2.37","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"752","2023-01-13","MDIA3","35.03","5.6","2023-01-14 14:30:12","2023-01-14 14:30:12"
"753","2022-12-05","MRSA6B","23.06","2.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"754","2023-01-13","EQMA3B","23.9","8.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"755","2023-01-13","GPIV33","2.8","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"756","2023-01-13","AURA33","39","3.8","2023-01-14 14:30:12","2023-01-14 14:30:12"
